aboleth,adult black dragon,zombie,mimic,kobold,owlbear,Plantosaurus Hatchling,Young Plantosaurus,Adult Plantosaurus,Fire-tail Wyrmling,Fire-tail Young,Fire-tail Adult,Giant Chelonian,Giant Chelonian Young,Giant Chelonian Adult,Redcrest Hatchling,Young Redcrest,Redcrest Adult,Purple Dire Rat,Brown Dire Rat,Young Talonwing,Adult Talonwing,Dire Viper,Dire Constrictor,Thunder Mouse,Voltear,Sand Mouse,Sandstrike,Poison Bunny,Toxicthorn,Earthbreaker (male),Earthbreaker (female),Starwhisper,Faecharm,Flame Fox,Flame Mane,Young Lullabye,Jovialuff,Young Nightwing,Adult Nightwing,Feybloom Sprout,Young Feybloom,Adult Feybloom,Young Mushroom Crab,Adult Mushroom Crab,Purple Larve,Giant Purple Moth,Earthling,Earthling Trio,Royal Dire Kitten,Royal Dire Cat,Psionic Duckling,Psionic Duck,Pigkey,Swinkey,Firepup,Firehound,Aquasprite,Whirlstream Elemental,Torrential Elemental,Mindling,Mindmaster,Mindlord,Titanling,Titanfighter,Titanlord,Sproutling,Bellstalker,Vine Tyrant,Tendril Spawn,Tendril Horror,Pebblin,Boulderkin,Stoneward,Flamesteed,Blazecharger,Mindwanderer,Adult Mindwanderer,Magnolet,Magnocluster,Farileaf,Diovian,Triavian,Icepup,Icetusk,Sludge Horror,Toxic Mire,Shellspike,Shellguard,Ectospecter,Ectowraith,Ectophantasm,Terradrake,Young Dreamweaver,Dreamweaver,Snapclaw,Kingclaw,Volt Sphere,Electro Orb,Seedclust,Treantor,Bonecrier,Bonebreaker,Kickmaster,Fistmaster,Tonguelasher,Miasmorb,Toxflume,Rockhorn,Rhygore,Lifebringer,Tangler,Pouchbeast,Currentswimmer,Stormseeker,Swiftfin,Hornfish,Luminara,Stellara,Mimicry Mage,Bladewing,Frostwitch,Thunderbeast,Magmaduck,Clawmauler,Thunderhorn,Floundersnap,Stormwyrm,Morphling,Evoolve,Aquaflare,Voltstrike,Pyreclaw,Data Wraith,Shelldweller,Ancient Shelldweller,Trilobyte,Trilobyte Predator,Skyterror,Colosslumber,Frostwing,Thunderwing,Firewing,Young Starborne Serpent,Adult Starborne Serpent,Ancient Starborne Serpent,Mythra,Psionis,CR,HP,type
0,0,100,100,100,68,100,100,0,100,87,0,100,83,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,87,100,100,100,100,100,100,6,2,100,100,100,100,100,100,100,90,100,100,93,90,100,100,100,100,25,100,100,62,100,100,100,100,100,98,100,100,98,100,3,0,6,100,0,100,100,100,100,100,100,100,100,100,98,24,0,0,0,0,100,0,0,63,0,5.0,102,Large beast
0,0,98,0,100,0,100,0,0,2,0,0,0,0,0,100,100,55,100,98,100,24,99,0,100,0,100,9,100,100,0,0,100,45,100,0,100,0,100,0,100,58,0,100,71,100,96,84,0,100,0,85,0,100,0,84,0,100,95,0,100,99,1,70,0,0,100,1,0,100,0,53,0,0,0,0,15,0,89,0,23,100,0,8,0,56,0,98,0,100,23,0,0,87,0,90,0,97,0,99,0,25,0,0,0,0,100,0,0,0,12,0,0,49,0,100,0,49,0,0,0,0,0,0,0,0,100,0,1,97,0,0,0,0,55,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,22,Small beast (aquatic)
0,0,100,98,100,0,100,52,0,100,3,0,100,1,0,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,0,1,100,100,100,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,3,100,100,92,100,100,100,100,100,12,100,100,49,100,100,100,98,2,100,98,100,0,100,99,100,100,100,100,2,100,98,100,100,100,100,0,0,100,98,100,100,100,100,100,1,100,36,4,0,100,100,92,82,0,100,78,0,100,50,100,78,100,20,100,32,28,19,0,0,0,100,0,98,100,50,62,8,68,100,10,100,1,0,0,0,0,0,67,0,0,0,0,4.0,68,Medium beast (aquatic)
0,0,1,0,93,0,22,0,0,0,0,0,0,0,0,100,100,0,100,12,100,0,20,0,60,0,100,0,100,39,0,0,56,0,98,0,75,0,100,0,100,0,0,77,0,100,1,2,0,46,0,0,0,94,0,0,0,100,1,0,100,11,0,0,0,0,100,0,0,72,0,0,0,0,0,0,0,0,2,0,0,60,0,0,0,0,0,8,0,84,0,0,0,0,0,1,0,16,0,16,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,18,Small beast (aquatic)
0,0,100,73,100,1,100,16,0,98,0,0,99,0,0,100,100,100,100,100,100,100,100,91,100,99,100,100,100,100,0,0,100,100,100,78,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,89,100,93,100,1,100,100,85,100,100,100,100,100,5,100,100,31,100,100,100,90,0,100,78,100,0,100,98,100,100,100,100,0,100,83,100,100,100,100,0,0,100,76,100,100,100,100,100,0,100,22,0,0,100,100,78,73,0,100,47,0,100,20,100,54,100,3,97,21,10,9,0,0,0,100,0,84,100,13,31,0,49,100,2,100,2,0,0,0,0,0,30,0,0,0,0,3.0,52,Medium beast (aquatic)
0,0,96,0,100,0,99,0,0,1,0,0,2,0,0,100,100,66,100,100,100,44,100,0,100,0,100,8,100,100,0,0,100,62,100,0,100,0,100,1,100,69,0,100,73,100,96,92,0,100,0,89,0,100,0,87,0,100,94,0,100,100,0,78,0,0,100,6,0,100,0,72,0,0,12,0,29,0,86,0,24,100,0,22,0,75,0,99,0,100,30,0,0,93,1,86,0,100,9,99,0,23,0,0,0,0,99,0,0,0,13,0,0,54,0,100,0,43,0,0,0,0,0,0,0,0,100,0,0,99,0,0,0,0,71,0,5,0,0,0,0,0,0,0,0,0,0,0,0.5,22,Small beast (aquatic)
0,0,100,100,100,7,100,83,0,100,31,0,100,7,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,33,100,100,100,100,100,100,100,100,55,100,100,82,100,100,100,100,16,100,100,100,14,100,100,100,100,100,100,13,100,99,100,100,100,100,0,0,100,99,100,100,100,100,100,15,100,72,16,8,100,100,98,97,0,100,98,2,100,83,100,97,100,46,100,64,67,52,0,0,0,100,0,99,100,79,82,39,96,100,47,100,17,0,0,0,0,0,91,0,0,1,0,4.0,68,Medium beast (aquatic)
0,0,100,11,100,0,100,1,0,59,0,0,64,0,0,100,100,99,100,100,100,100,100,38,100,81,100,100,100,100,0,0,100,100,100,1,100,73,100,95,100,100,16,100,100,100,100,100,43,100,58,100,12,100,21,100,0,100,100,3,100,100,81,100,72,0,100,100,0,100,92,100,9,0,99,3,100,0,100,42,98,100,36,100,0,100,8,100,44,100,100,0,0,100,25,100,47,100,87,100,0,99,0,0,0,82,100,14,6,0,100,0,0,100,0,100,3,99,0,51,0,0,0,0,0,0,100,0,22,100,0,4,0,1,100,0,93,0,0,0,0,0,0,0,0,0,0,0,6.0,75,Medium humanoid
0,0,100,91,100,0,100,52,0,100,6,0,100,1,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7,100,100,97,100,100,100,100,100,27,100,100,81,100,100,100,100,7,100,97,100,0,100,100,100,100,100,100,1,100,94,100,100,100,100,0,0,100,95,100,100,100,100,100,0,100,42,0,1,100,100,98,82,0,100,85,0,100,64,100,81,100,45,100,53,35,23,0,0,0,100,0,96,100,58,76,21,79,100,16,100,1,0,0,0,0,0,81,0,0,0,0,6.0,85,Medium vermin
0,0,100,99,100,7,100,77,0,100,9,0,100,5,0,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,1,2,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,41,100,100,99,100,100,100,100,100,56,100,100,78,100,100,100,98,10,100,99,100,9,100,100,100,100,100,100,26,100,100,100,99,100,100,0,0,100,100,100,100,100,100,100,17,100,68,15,2,100,100,98,90,0,100,91,3,100,75,100,95,100,36,100,66,50,56,0,0,0,100,0,98,100,74,80,30,86,100,32,100,10,0,0,0,0,0,88,0,0,0,0,7.0,90,Medium elemental
0,0,100,100,100,3,100,66,0,100,6,0,100,5,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,34,100,100,99,100,100,100,100,100,63,100,100,93,100,100,100,100,35,100,100,100,0,100,100,100,100,100,100,4,100,99,100,100,100,100,0,0,100,99,100,100,100,100,100,4,100,65,5,3,100,100,97,95,0,100,90,0,100,75,100,87,100,39,100,75,55,48,0,0,0,100,0,99,100,61,87,32,96,100,31,100,8,0,0,0,0,0,95,0,0,0,0,7.0,105,Medium magical beast (electricity)
4,0,100,100,100,99,100,100,0,100,99,0,100,100,11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,64,35,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,92,100,100,99,100,100,100,100,100,100,100,100,100,100,46,28,78,100,17,100,100,100,100,100,100,100,100,100,100,90,0,0,0,0,100,2,0,97,0,7.0,112,Medium magical beast (fire)
20,0,100,100,100,100,100,100,0,100,100,0,100,100,37,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,81,65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,99,100,100,100,100,100,100,100,100,100,100,63,61,89,100,28,100,100,100,100,100,100,100,100,100,100,98,0,0,0,0,100,9,0,100,8,8.0,136,Large vermin
0,0,100,100,100,92,100,100,0,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,43,18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83,100,100,98,100,100,100,100,100,100,100,100,100,100,22,12,56,100,1,100,100,100,100,100,100,100,100,100,100,83,0,0,0,0,100,0,0,98,1,7.0,127,Large beast
0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,98,100,0,100,0,100,0,0,0,0,0,72,0,100,0,0,0,0,0,22,0,1,0,98,0,68,0,0,3,0,100,0,0,0,0,0,0,0,11,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,9,Small beast (aquatic)
5,0,100,100,100,100,100,100,0,100,100,0,100,100,68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,82,82,99,100,46,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,100,30,0,100,48,12.0,189,Huge beast (aquatic)
0,0,100,51,100,0,100,2,0,67,0,0,79,0,0,100,100,100,100,100,100,100,100,61,100,89,100,99,100,100,0,0,100,100,100,18,100,85,100,98,100,100,54,100,100,100,100,100,83,100,83,100,35,100,47,100,0,100,100,20,100,100,91,100,92,0,100,99,4,100,99,100,29,0,100,29,100,0,100,64,99,100,83,99,0,100,70,100,64,100,98,0,0,100,61,100,70,100,85,100,1,100,4,0,0,94,100,37,27,0,100,14,0,99,5,100,20,100,4,78,0,2,0,0,0,0,100,0,49,100,2,2,0,10,100,0,94,0,0,0,0,0,0,8,0,0,0,0,6.0,66,Medium shapeshifter
0,0,35,0,97,0,63,0,0,0,0,0,0,0,0,100,100,7,100,49,100,0,78,0,93,0,100,0,100,92,0,0,94,1,100,0,99,0,100,0,100,0,0,98,3,100,26,14,0,94,0,7,0,99,0,19,0,100,13,0,100,62,0,2,0,0,100,0,0,95,0,2,0,0,0,0,0,0,33,0,0,93,0,0,0,2,0,46,0,97,0,0,0,28,0,16,0,71,0,59,0,1,0,0,0,0,84,0,0,0,0,0,0,2,0,93,0,5,0,0,0,0,0,0,0,0,100,0,0,56,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,22,Small magical beast
0,0,100,95,100,2,100,42,0,98,2,0,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,20,100,100,96,100,100,100,100,100,20,100,100,63,100,100,100,97,2,100,96,100,1,100,100,100,100,100,100,0,100,97,100,100,100,100,0,0,100,97,100,100,100,100,100,3,100,49,3,0,100,100,96,82,0,100,85,0,100,58,100,84,100,12,99,51,28,17,0,0,0,100,0,93,100,47,71,16,84,100,9,100,3,0,0,0,0,0,68,0,0,0,0,5.0,102,Medium magical beast (water)
0,0,100,87,100,2,100,36,0,100,3,0,100,0,0,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,0,0,100,100,100,78,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,92,100,99,100,3,100,100,89,100,100,100,100,100,6,100,100,28,100,100,100,92,0,100,86,100,0,100,99,100,100,100,100,2,100,84,100,99,100,100,0,0,100,89,100,100,100,100,100,0,100,27,1,0,100,100,91,65,0,100,71,0,100,31,100,66,100,13,99,28,21,22,0,0,0,100,0,96,100,34,55,5,66,100,4,100,2,0,0,0,0,0,46,0,0,0,0,5.0,85,Medium magical beast (lightning)
0,0,100,100,100,3,100,83,0,100,21,0,100,17,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,36,100,100,100,100,100,100,100,100,76,100,100,99,100,100,100,100,61,100,100,100,3,100,100,100,100,100,100,12,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,8,100,80,18,5,100,100,99,97,0,100,95,1,100,89,100,94,100,60,100,88,59,69,0,0,0,100,0,99,100,89,93,52,97,100,50,100,20,0,0,0,0,0,100,0,0,1,0,6.0,100,Medium magical beast (fire)
0,0,100,79,100,0,100,23,0,98,1,0,99,0,0,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,0,0,100,100,100,59,100,100,100,100,100,100,97,100,100,100,100,100,100,100,99,100,88,100,96,100,1,100,100,84,100,100,100,100,100,5,100,100,24,100,100,100,78,0,100,78,100,0,100,99,100,100,99,100,0,100,68,100,99,100,100,0,0,100,84,100,100,100,100,100,0,100,9,0,0,98,100,91,65,0,100,50,0,100,22,100,57,100,9,100,19,12,7,0,0,0,100,0,86,100,19,31,5,37,100,3,100,0,0,0,0,0,0,29,0,0,0,0,7.0,85,Medium construct
0,0,92,0,100,0,100,0,0,1,0,0,0,0,0,100,100,45,100,99,100,11,99,0,100,0,100,0,100,100,0,0,100,24,100,0,100,0,100,0,100,29,0,100,58,100,91,81,0,100,0,72,0,100,0,77,0,100,87,0,100,99,0,54,0,0,100,0,0,100,0,52,0,0,1,0,3,0,80,0,5,100,0,1,0,49,0,97,0,100,15,0,0,87,0,80,0,96,0,97,0,8,0,0,0,0,99,0,0,0,5,0,0,34,0,100,0,30,0,0,0,0,0,0,0,0,100,0,0,94,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,33,Small aquatic beast
0,0,100,100,100,0,100,86,0,100,24,0,100,15,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,89,100,100,100,100,100,100,100,51,100,100,100,3,100,100,100,100,100,100,7,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,2,100,83,14,5,100,100,99,99,0,100,97,0,100,91,100,96,100,77,100,88,70,63,0,0,0,100,0,99,100,91,97,41,100,100,50,100,11,0,0,0,0,0,99,0,0,1,0,8.0,112,Medium aquatic beast
0,0,100,0,100,0,100,0,0,14,0,0,20,0,0,100,100,100,100,100,100,100,100,3,100,31,100,87,100,100,0,0,100,100,100,0,100,17,100,51,100,100,0,100,100,100,100,100,4,100,7,100,1,100,0,100,0,100,100,0,100,100,15,100,22,0,100,73,0,100,50,100,0,0,75,0,92,0,100,5,87,100,1,85,0,99,0,100,4,100,85,0,0,100,0,100,6,100,55,100,0,90,0,0,0,16,100,1,0,0,95,0,0,99,0,100,0,96,0,9,0,0,0,0,0,0,100,0,2,100,0,0,0,0,100,0,54,0,0,0,0,0,0,0,0,0,0,0,2.0,45,Small beast (aquatic)
0,0,100,100,100,3,100,97,0,100,47,0,100,35,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,76,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,83,100,100,100,11,100,100,100,100,100,100,27,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,19,100,97,33,14,100,100,100,100,0,100,99,1,100,100,100,100,100,82,100,94,93,90,0,0,0,100,0,100,100,98,99,80,100,100,75,100,50,0,0,0,0,0,100,0,0,5,0,8.0,120,Medium beast (aquatic)
0,0,100,100,100,88,100,100,0,100,99,0,100,97,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,24,2,100,100,100,100,100,100,100,99,100,100,97,98,100,100,100,100,43,100,100,74,100,100,100,100,100,100,100,100,100,100,4,3,23,100,0,100,100,100,100,100,100,100,100,100,100,55,0,0,0,0,100,0,0,85,0,10.0,168,Large beast (flying)
100,44,100,100,100,100,100,100,87,100,100,73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,57,94,98,75,100,100,96,100,100,12.0,310,Huge beast
98,9,100,100,100,100,100,100,53,100,100,33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6,49,56,21,100,100,62,100,100,17.0,290,"Huge beast (elemental, flying)"
99,5,100,100,100,100,100,100,47,100,100,16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,48,48,19,100,100,56,100,100,17.0,290,"Huge beast (elemental, flying)"
100,50,100,100,100,100,100,100,92,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,78,81,53,100,100,85,100,100,19.0,340,"Huge beast (elemental, flying)"
0,0,100,99,100,0,100,13,0,100,0,0,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,98,100,1,100,100,93,100,100,100,100,100,3,100,100,42,100,100,100,100,0,100,90,100,0,100,100,100,100,100,100,0,100,84,100,100,100,100,0,0,100,97,100,100,100,100,100,0,100,9,0,0,100,100,94,55,0,100,66,0,100,29,100,65,100,5,100,17,10,4,0,0,0,100,0,97,100,35,46,3,65,100,0,100,0,0,0,0,0,0,49,0,0,0,0,7.0,102,Medium dragon
33,0,100,100,100,100,100,100,0,100,100,0,100,100,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,96,100,100,71,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,100,38,0,100,68,15.0,218,Large dragon
98,2,100,100,100,100,100,100,55,100,100,24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,37,41,9,100,100,49,100,100,21.0,300,Huge dragon
0,0,100,100,100,48,100,100,0,100,97,0,100,88,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,68,71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,95,100,100,100,81,100,100,100,100,100,100,85,100,100,100,100,100,100,9,0,100,100,100,100,100,100,100,78,100,100,90,81,100,100,100,100,14,100,100,43,100,100,100,100,100,100,100,100,100,99,4,1,5,100,0,100,100,100,100,97,100,100,97,100,92,18,0,0,0,0,100,0,0,45,0,18.0,204,Small fey
18,0,100,100,100,100,100,100,0,100,100,0,100,100,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,98,87,100,100,45,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,100,39,1,100,46,21.0,300,Medium fey (psionic)
